x,y,ID,polyid,stockid,abulast,abulastvar,trmean,trvar
1298878.53106894,811887.425651352,352,BD40,11,0.000541100564079012,0.00000017898796391694,0.000000644515585378273,0.000000000568243230219475
1293464.74778186,823368.457996093,250,BD41,11,208.32742494666,37664.3135766138,-1.31866795888633,89.7625147602653
1276812.61084108,824575.862510471,251,BD42,11,146.227786008857,10929.0548566532,1.34589766329232,30.0009280425451
1279459.33588496,814522.562418843,252,BD43,11,278.546662290675,37241.1059232404,5.97250350158003,82.8405584709673
1282865.75637457,808108.541929363,253,BD44,11,48.6880248915501,1306.95972541846,0.455909393232743,2.92494709163642
1270507.87330258,802843.585910505,254,BD45,11,69.8427042960321,3655.7772919419,1.51601944537912,7.11788391608757
1279909.48794865,800483.290503615,255,BD46,11,129.350755982542,10345.5814412146,0.775325450180489,19.132720531044
1276089.76058079,791420.609883567,354,BD47,11,0.000508862230632391,0.00000012960845943168,0.000000190452722411867,0.000000000399292774801233
1273134.0522975,782032.398289678,263,BD48,11,32.1569774451558,494.084298727568,0.479885647014124,1.35491563014888
1270437.86036373,793797.562330051,271,BD49,11,109.658140011714,6748.73333341721,-0.0636590664837003,21.9388113826141
1265215.85900747,807573.294494408,272,BD50,11,142.220728413493,10575.916599182,4.77811554718761,28.7357752543674
1259524.90004546,801590.526895275,356,BD51,11,0.000400714110459053,0.000000125864000178019,-0.00000031063442064204,0.000000000305111094988548
1261540.72059041,821428.060064583,273,BD52,11,456.829282635673,158143.509245962,11.8876405423708,276.713709411269
1265199.25479762,832877.955505429,274,BD53,11,163.277530300704,20462.9603528653,2.62138396898694,53.4759744147793
1275998.64790182,836782.682207704,275,BD54,11,488.546698684267,97072.4966064747,-5.56018315979128,350.143288534079
1254974.09672293,833027.117837018,276,BD55,11,224.936635937316,42682.9912107153,-0.938474556020914,66.8134158586469
1263961.20451995,841157.201743734,193,BD56,11,42.6192325091031,1288.3242868711,0.757035552263035,3.23713561364368
1280996.76408769,849796.548727555,194,BD57,11,64.1609242532798,2040.28257195398,0.664399662332452,5.34810297490692
1274552.46597124,854294.830991646,284,BD58,11,75.9366395020095,5278.04023536011,0.676659472229629,11.1465271832758
1272405.58961015,848613.55621045,307,BD59,11,0.000313379496681965,0.0000000749445600420492,0.00000051210825996331,0.000000000182494647690207
1263522.17751007,850610.433303248,308,BD60,11,492.469751178816,156644.086455084,1.62342974631205,324.098675556032
1269657.66069764,859965.079553046,317,BD61,11,1033.37229104252,628824.371106636,20.2583182754762,1495.05911721321
1262022.63248491,860365.109705127,318,BD62,11,139.13854576986,14533.7394497929,-0.689503943919239,33.6397272028659
1246528.14969175,846067.397671774,319,BD64,11,351.543735074089,83728.9688750868,4.08207599440627,217.38835348113
1237685.350669,842309.179182949,320,BD65,11,2.3765689322923,3.53751032601557,-0.0188502863882732,0.00960158355372301
1242350.92878688,859215.294635919,321,BD66,11,266.891875775929,43825.4480959643,0.347506125053484,104.537902065574
1248051.46146699,870122.524393881,322,BD67,11,205.373222086769,29510.6542892799,1.50721738291792,65.624746312438
1266571.10374658,872787.332885255,323,BD68,11,4.2464906755838,9.51133100840117,-0.0331938293187034,0.0326001724648226
1252853.71756698,878276.885602463,324,BD69,11,240.910922195288,41104.7465615318,1.08859578738797,105.733031267113
1240597.99548434,886344.677077027,325,BD70,11,386.158637428015,154337.872144777,-0.0234502236837323,262.559017757737
1220340.86012476,838112.314393868,328,BD73,11,316.603399870756,58417.1341477995,-3.72083729278194,144.955707214259
1213689.64110205,835402.080007504,329,BD74,11,318.148733926199,73633.143189485,-3.81605616337549,206.032404554541
1212877.91800933,855813.253111375,207,BD75,11,0.000163496066079427,0.000000014886984273066,0.000000103468662633281,0.0000000000416707319598198
1218114.11641306,857830.054972964,330,BD76,11,287.577237223468,51576.7726641128,1.23617148394823,116.996967427665
1231875.9388802,907148.620775174,290,BD85,11,108.771895279404,6150.06194168533,3.1019783606013,14.5910303213085
1219077.67437593,905973.664267403,291,BD86,11,21.2484578755791,274.284034328756,0.0938412240865364,0.654079946352955
1222257.71626577,898123.119507065,292,BD87,11,405.246122133047,86281.7266459614,-9.21687574508883,259.933593269963
1222152.05035933,885694.348699677,293,BD88,11,259.098658599495,41447.1859841663,3.21596771311026,88.3912997354588
1226577.76775651,869348.903374003,294,BD89,11,1064.60388941558,563284.42176184,26.240609216079,1068.73622356294
1220212.35015268,868312.475157907,295,BD90,11,72.4723848073693,3812.40600305022,-0.125894902161268,8.46346876423059
1214203.32863374,877108.730473208,359,BD91,11,2.30597485301505,2.65875167014119,0.00737185526865837,0.0070781093965919
1212597.81197573,865881.401056174,296,BD92,11,74.2135841258517,3074.74604160183,1.93434627057297,8.69138984867994
1221415.78644492,929125.669814699,288,BE23,11,13.327364855956,122.364763743919,-0.225404292233934,0.305366690474126
1221223.47269874,915638.423333625,289,BE24,11,641.501572228426,308891.323888751,12.7933442543749,580.214359284908
1385862.16933107,770726.071120599,225,AC00,12,89.7105053663655,591766.311624834,13.3882610828386,436.641765357843
1389780.37704236,761203.86115851,226,AC01,12,12.8507277410393,15872.5464628024,1.8760580909948,5.22881449100704
1430924.15602325,771773.669679329,801,AC14,12,3.4984345915767,3455.90772257088,-0.318053603304152,2.01750644790803
1419472.06004991,776356.92512159,1063,AC15,12,0.0011877985656777,0.0000935230852335464,0.0000246670286367507,0.000000165620533448954
1464377.25597425,914872.078998446,1191,AD00,12,1.97362746720403,915.072375998671,-0.309419101244407,0.798974958703234
1465174.16550324,900343.194263838,1241,AD01,12,0.0016729322891479,0.000230263227622427,0.0000199234614680221,0.000000196206045349024
1472811.87520411,884574.184371216,1068,AD02,12,72.7276035090627,209002.042625776,7.16714509302548,170.224228078949
1483294.19411734,869911.650291822,1295,AD03,12,0.00117367028291579,0.000210723411443642,0.0000211611264409088,0.000000212104046152703
1490048.10916009,856092.84704567,1084,AD04,12,40.3992482393025,100489.47571591,-9.3823001865806,142.378051077382
1487494.61631014,839288.317143368,1171,AD05,12,6.74120880261978,3753.74224889246,-0.539479811873085,6.05897828036385
1486506.58223267,822285.253158687,1291,AD06,12,0.000925228559045871,0.0000853539316562959,0.0000219999404709344,0.000000180933662349814
1482447.37794254,820667.643536158,1172,AD07,12,17.8947263776485,14586.3104959332,-2.57598731634476,30.1296303779034
